STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,purchase,Purchases,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q4,,TOTAL,Total,128.19,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q1,,TOTAL,Total,110.45,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q2,,TOTAL,Total,115.11,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q3,,TOTAL,Total,94.19,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q4,,TOTAL,Total,89.21,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q1,,TOTAL,Total,71.26,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q2,,TOTAL,Total,74.54,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q3,,TOTAL,Total,72.19,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q4,,TOTAL,Total,79.67,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q1,,TOTAL,Total,65.28,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q2,,TOTAL,Total,85.54,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q3,,TOTAL,Total,83.42,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q4,,TOTAL,Total,94.66,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q1,,TOTAL,Total,87.97,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q2,,TOTAL,Total,97.23,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q3,,TOTAL,Total,100.81,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q4,,TOTAL,Total,102.94,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q1,,DW_EXST,Purchases of existing dwellings,107.73,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q2,,DW_EXST,Purchases of existing dwellings,118.36,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q3,,DW_EXST,Purchases of existing dwellings,115.34,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q4,,DW_EXST,Purchases of existing dwellings,113.95,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q1,,DW_EXST,Purchases of existing dwellings,114.72,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q2,,DW_EXST,Purchases of existing dwellings,127.07,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q3,,DW_EXST,Purchases of existing dwellings,123.01,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q4,,DW_EXST,Purchases of existing dwellings,138.06,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q1,,DW_EXST,Purchases of existing dwellings,101.99,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q2,,DW_EXST,Purchases of existing dwellings,127.53,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q3,,DW_EXST,Purchases of existing dwellings,123.52,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q4,,DW_EXST,Purchases of existing dwellings,135.58,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q1,,DW_EXST,Purchases of existing dwellings,114.94,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q2,,DW_EXST,Purchases of existing dwellings,122.81,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q3,,DW_EXST,Purchases of existing dwellings,121.55,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q4,,DW_EXST,Purchases of existing dwellings,116.31,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2014-Q1,,DW_EXST,Purchases of existing dwellings,106.87,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2014-Q2,,DW_EXST,Purchases of existing dwellings,127.45,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2014-Q3,,DW_EXST,Purchases of existing dwellings,118.49,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2014-Q4,,DW_EXST,Purchases of existing dwellings,183.88,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2015-Q1,,DW_EXST,Purchases of existing dwellings,84.03,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2015-Q2,,DW_EXST,Purchases of existing dwellings,96.80,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2015-Q3,,DW_EXST,Purchases of existing dwellings,98.66,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2015-Q4,,DW_EXST,Purchases of existing dwellings,120.51,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2016-Q1,,DW_EXST,Purchases of existing dwellings,99.46,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2016-Q2,,DW_EXST,Purchases of existing dwellings,123.17,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2016-Q3,,DW_EXST,Purchases of existing dwellings,123.26,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2016-Q4,,DW_EXST,Purchases of existing dwellings,129.44,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2017-Q1,,DW_EXST,Purchases of existing dwellings,123.75,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2017-Q2,,DW_EXST,Purchases of existing dwellings,132.46,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2017-Q3,,DW_EXST,Purchases of existing dwellings,120.41,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2017-Q4,,DW_EXST,Purchases of existing dwellings,133.62,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2018-Q1,,DW_EXST,Purchases of existing dwellings,127.64,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2018-Q2,,DW_EXST,Purchases of existing dwellings,127.82,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2018-Q3,,DW_EXST,Purchases of existing dwellings,135.24,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2018-Q4,,DW_EXST,Purchases of existing dwellings,146.19,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2019-Q1,,DW_EXST,Purchases of existing dwellings,127.93,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2019-Q2,,DW_EXST,Purchases of existing dwellings,142.24,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2019-Q3,,DW_EXST,Purchases of existing dwellings,139.98,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2019-Q4,,DW_EXST,Purchases of existing dwellings,205.03,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2020-Q1,,DW_EXST,Purchases of existing dwellings,91.25,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2020-Q2,,DW_EXST,Purchases of existing dwellings,118.75,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2020-Q3,,DW_EXST,Purchases of existing dwellings,121.35,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2020-Q4,,DW_EXST,Purchases of existing dwellings,175.21,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2021-Q1,,DW_EXST,Purchases of existing dwellings,141.68,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2021-Q2,,DW_EXST,Purchases of existing dwellings,158.94,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2021-Q3,,DW_EXST,Purchases of existing dwellings,156.17,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2021-Q4,,DW_EXST,Purchases of existing dwellings,144.12,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2022-Q1,,DW_EXST,Purchases of existing dwellings,165.78,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2022-Q2,,DW_EXST,Purchases of existing dwellings,154.54,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2022-Q3,,DW_EXST,Purchases of existing dwellings,141.52,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2022-Q4,,DW_EXST,Purchases of existing dwellings,149.66,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2023-Q1,,DW_EXST,Purchases of existing dwellings,115.64,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2023-Q2,,DW_EXST,Purchases of existing dwellings,123.49,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2023-Q3,,DW_EXST,Purchases of existing dwellings,123.18,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2023-Q4,,DW_EXST,Purchases of existing dwellings,138.63,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2024-Q1,,DW_EXST,Purchases of existing dwellings,110.97,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2024-Q2,,DW_EXST,Purchases of existing dwellings,125.01,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2024-Q3,,DW_EXST,Purchases of existing dwellings,132.61,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2024-Q4,,DW_EXST,Purchases of existing dwellings,139.52,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2025-Q1,,DW_EXST,Purchases of existing dwellings,147.45,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2025-Q2,,DW_EXST,Purchases of existing dwellings,150.25,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2025-Q3,,DW_EXST,Purchases of existing dwellings,150.90,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2025-Q4,,DW_EXST,Purchases of existing dwellings,161.80,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q1,,TOTAL,Total,107.73,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q2,,TOTAL,Total,118.36,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q3,,TOTAL,Total,115.34,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2010-Q4,,TOTAL,Total,113.95,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q1,,TOTAL,Total,114.72,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q2,,TOTAL,Total,127.07,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q3,,TOTAL,Total,123.01,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2011-Q4,,TOTAL,Total,138.06,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q1,,TOTAL,Total,101.99,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q2,,TOTAL,Total,127.53,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q3,,TOTAL,Total,123.52,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2012-Q4,,TOTAL,Total,135.58,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q1,,TOTAL,Total,114.94,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q2,,TOTAL,Total,122.81,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q3,,TOTAL,Total,121.55,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2013-Q4,,TOTAL,Total,116.31,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2014-Q1,,TOTAL,Total,106.87,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",BE,Belgium,2014-Q2,,TOTAL,Total,127.45,,d,definition differs (see metadata),,
